Date,Open,High,Low,Close,Adj Close,Volume
2023-01-02,267.31036376953125,270.6000061035156,273.0,265.0,267.0,1512754
2023-01-03,270.86663818359375,274.20001220703125,275.95001220703125,269.0,275.95001220703125,753832
2023-01-04,270.96539306640625,274.29998779296875,277.1000061035156,270.0,275.25,1018706
2023-01-05,267.60675048828125,270.8999938964844,273.8999938964844,269.0,272.5,953714
2023-01-06,266.7176818847656,270.0,271.20001220703125,267.20001220703125,270.04998779296875,721930
2023-01-09,285.9312438964844,289.45001220703125,291.3999938964844,271.1000061035156,272.0,6464804
2023-01-10,286.2769775390625,289.79998779296875,298.6000061035156,285.5,286.5,4651066
2023-01-11,295.5627136230469,299.20001220703125,300.0,288.0,291.0,4627649
2023-01-12,291.5125427246094,295.1000061035156,305.0,293.20001220703125,300.70001220703125,3568679
2023-01-13,304.7990417480469,308.54998779296875,310.70001220703125,295.8999938964844,296.5,5903809
2023-01-16,298.3286437988281,302.0,315.3999938964844,300.1000061035156,311.29998779296875,4344439
2023-01-17,301.9342956542969,305.6499938964844,310.20001220703125,301.75,303.29998779296875,3243763
2023-01-18,304.6014709472656,308.3500061035156,310.95001220703125,303.1000061035156,307.0,2775644
2023-01-19,310.03460693359375,313.8500061035156,315.29998779296875,307.54998779296875,308.3999938964844,4884677
2023-01-20,308.9479675292969,312.75,315.04998779296875,310.1000061035156,315.0,2704855
2023-01-23,299.85980224609375,303.54998779296875,313.25,297.0,312.70001220703125,2595157
2023-01-24,295.7109069824219,299.3500061035156,308.29998779296875,294.0,304.8500061035156,2343669
2023-01-25,296.74810791015625,300.3999938964844,311.79998779296875,297.0,299.0,3645017
2023-01-27,294.77239990234375,298.3999938964844,306.25,286.5,300.0,3339589
2023-01-30,298.0816650390625,301.75,305.79998779296875,298.54998779296875,299.1000061035156,3383826
2023-01-31,298.7732238769531,302.45001220703125,306.5,298.1499938964844,304.0,1912210
2023-02-01,298.7237854003906,302.3999938964844,306.0,291.54998779296875,303.8500061035156,2732882
2023-02-02,302.37884521484375,306.1000061035156,308.29998779296875,300.04998779296875,303.45001220703125,1711354
2023-02-03,305.4905090332031,309.25,310.5,303.8999938964844,307.0,3179890
2023-02-06,303.66302490234375,307.3999938964844,310.0,306.1000061035156,308.0,2066418
2023-02-07,311.4669494628906,315.29998779296875,319.5,307.8500061035156,308.95001220703125,3715973
2023-02-08,312.60302734375,316.45001220703125,319.45001220703125,315.0,316.1000061035156,1538187
2023-02-09,307.663818359375,311.45001220703125,316.3500061035156,306.04998779296875,316.3500061035156,2591230
2023-02-10,323.86444091796875,327.8500061035156,333.0,318.20001220703125,321.1499938964844,7281913
2023-02-13,330.38421630859375,334.45001220703125,335.25,328.0,328.79998779296875,4193247
2023-02-14,331.6683654785156,335.75,338.6000061035156,333.29998779296875,334.0,3557133
2023-02-15,316.8507080078125,320.75,336.3500061035156,315.45001220703125,334.95001220703125,4085177
2023-02-16,319.81427001953125,323.75,327.45001220703125,321.5,322.95001220703125,4072105
2023-02-17,316.25799560546875,320.1499938964844,325.75,317.5,320.95001220703125,2437429
2023-02-20,313.14630126953125,317.0,323.79998779296875,314.0,319.95001220703125,7742141
2023-02-21,316.01104736328125,319.8999938964844,324.3500061035156,315.04998779296875,316.29998779296875,3231711
2023-02-22,310.5779113769531,314.3999938964844,320.79998779296875,312.0,318.75,2921934
2023-02-23,310.38037109375,314.20001220703125,320.5,312.6499938964844,315.70001220703125,3645631
2023-02-24,311.0224304199219,314.8500061035156,319.8500061035156,313.0,315.75,3877334
2023-02-27,307.1204528808594,310.8999938964844,319.75,308.3999938964844,314.3999938964844,3505642
2023-02-28,301.5391540527344,305.25,318.79998779296875,298.79998779296875,315.0,78490279
2023-03-01,303.0702819824219,306.79998779296875,309.6000061035156,299.1499938964844,300.0,1547803
2023-03-02,296.4023132324219,300.04998779296875,309.79998779296875,291.0,308.8999938964844,3935281
2023-03-03,297.0938720703125,300.75,306.0,296.1000061035156,302.0,2251488
2023-03-06,294.7230529785156,298.3500061035156,301.6000061035156,294.04998779296875,301.0,1748045
2023-03-08,297.6371765136719,301.29998779296875,305.3999938964844,297.0,298.70001220703125,2094412
2023-03-09,293.4388427734375,297.04998779296875,304.79998779296875,295.1000061035156,301.6499938964844,1812978
2023-03-10,293.73516845703125,297.3500061035156,302.0,294.0,295.8500061035156,2168497
2023-03-13,287.41302490234375,290.95001220703125,298.20001220703125,286.79998779296875,296.8500061035156,2083004
2023-03-14,289.4380798339844,293.0,298.20001220703125,280.75,290.0,2059502
2023-03-15,290.1331481933594,292.20001220703125,299.70001220703125,289.1000061035156,293.20001220703125,1559818
2023-03-16,288.7430114746094,290.79998779296875,294.0,283.5,292.95001220703125,1772334
2023-03-17,287.10467529296875,289.1499938964844,293.45001220703125,286.0,292.04998779296875,1801010
2023-03-20,284.82098388671875,286.8500061035156,291.0,276.6499938964844,285.5,2344438
2023-03-21,294.2041015625,296.29998779296875,298.95001220703125,288.3500061035156,288.3500061035156,2262931
2023-03-22,291.82110595703125,293.8999938964844,299.79998779296875,292.20001220703125,297.79998779296875,796707
2023-03-23,294.2041015625,296.29998779296875,298.8999938964844,292.1499938964844,292.95001220703125,1145571
2023-03-24,286.70751953125,288.75,296.8500061035156,286.1000061035156,296.0,1060023
2023-03-27,285.6649475097656,287.70001220703125,291.8999938964844,284.1000061035156,290.0,1469877
2023-03-28,287.5018615722656,289.54998779296875,291.45001220703125,283.25,289.3500061035156,1100200
2023-03-29,302.8922119140625,305.04998779296875,308.04998779296875,287.3999938964844,289.0,2925120
2023-03-31,297.92755126953125,300.04998779296875,307.6000061035156,297.54998779296875,307.6000061035156,2761619
2023-04-03,294.6012878417969,296.70001220703125,304.79998779296875,295.6000061035156,303.0,1250839
2023-04-05,288.44512939453125,290.5,297.0,289.1000061035156,294.04998779296875,2588114
2023-04-06,288.64373779296875,290.70001220703125,292.3500061035156,290.0,290.5,876239
2023-04-10,286.012451171875,288.04998779296875,291.29998779296875,286.8500061035156,290.1000061035156,2150819
2023-04-11,292.46649169921875,294.54998779296875,295.5,286.79998779296875,288.1499938964844,1144355
2023-04-12,299.1191101074219,301.25,303.0,292.75,295.0,1163685
2023-04-13,295.89208984375,298.0,306.0,296.5,302.0,1467802
2023-04-17,298.97015380859375,301.1000061035156,305.5,298.04998779296875,299.0,1662067
2023-04-18,301.7007141113281,303.8500061035156,304.95001220703125,300.5,303.0,913636
2023-04-19,296.48785400390625,298.6000061035156,303.8999938964844,296.29998779296875,303.8500061035156,593807
2023-04-20,298.0268859863281,300.1499938964844,302.1000061035156,295.3500061035156,299.5,756569
2023-04-21,300.6581115722656,302.79998779296875,304.0,294.29998779296875,298.0,908853
2023-04-24,300.3106384277344,302.45001220703125,304.3999938964844,300.25,304.0,561124
2023-04-25,303.98443603515625,306.1499938964844,307.3500061035156,299.1000061035156,302.8999938964844,1323830
2023-04-26,306.5660400390625,308.75,310.79998779296875,302.70001220703125,306.1499938964844,2238883
2023-04-27,305.5731506347656,307.75,310.20001220703125,303.0,309.25,1138840
2023-04-28,306.66534423828125,308.8500061035156,310.79998779296875,303.79998779296875,307.75,1189908
2023-05-02,304.6794738769531,306.8500061035156,311.3500061035156,305.25,308.0,999558
2023-05-03,309.5944519042969,311.79998779296875,316.3999938964844,305.1000061035156,306.79998779296875,2687959
2023-05-04,309.0483703613281,311.25,315.79998779296875,309.0,313.6499938964844,791174
2023-05-05,303.3886413574219,305.54998779296875,311.25,303.5,308.70001220703125,1842407
2023-05-08,310.1405944824219,312.3500061035156,314.1499938964844,290.0,306.75,3569790
2023-05-09,318.23291015625,320.5,323.3999938964844,309.29998779296875,315.5,3493120
2023-05-10,313.6158142089844,315.8500061035156,325.0,315.0,323.0,1526594
2023-05-11,324.68695068359375,327.0,329.0,316.45001220703125,316.70001220703125,4777643
2023-05-12,329.9991149902344,332.3500061035156,335.0,322.8500061035156,326.29998779296875,4621280
2023-05-15,329.800537109375,332.1499938964844,341.5,329.04998779296875,330.29998779296875,3198066
2023-05-16,336.05596923828125,338.45001220703125,344.70001220703125,331.0,332.0,3037654
2023-05-17,334.0204772949219,336.3999938964844,340.3999938964844,332.45001220703125,338.45001220703125,1454973
2023-05-18,334.2687072753906,336.6499938964844,339.79998779296875,334.6499938964844,339.0,778622
2023-05-19,338.2403869628906,340.6499938964844,344.75,333.25,338.25,1280319
2023-05-22,350.5030517578125,353.0,354.6000061035156,339.1000061035156,340.95001220703125,3438288
2023-05-23,354.8719177246094,357.3999938964844,362.0,351.1000061035156,351.6499938964844,2640866
2023-05-24,361.7231140136719,364.29998779296875,365.54998779296875,354.54998779296875,356.0,1791179
2023-05-25,370.60980224609375,373.25,375.0,358.45001220703125,363.8500061035156,3876292
2023-05-26,384.2625732421875,387.0,389.25,373.29998779296875,375.1000061035156,3040632
2023-05-29,381.0355224609375,383.75,395.29998779296875,378.0,388.8999938964844,2939627
2023-05-30,383.1703186035156,385.8999938964844,388.70001220703125,375.54998779296875,383.3500061035156,3152139
2023-05-31,390.0711669921875,392.8500061035156,397.79998779296875,382.0,385.8999938964844,6088536
2023-06-01,385.8016052246094,388.54998779296875,394.29998779296875,386.20001220703125,392.75,3435479
2023-06-02,378.1560363769531,380.8500061035156,392.0,378.1000061035156,390.54998779296875,1858421
2023-06-05,378.7518005371094,381.45001220703125,383.25,377.6000061035156,380.8500061035156,3094541
2023-06-06,371.95025634765625,374.6000061035156,382.6499938964844,373.0,381.0,944775
2023-06-07,367.4820861816406,370.1000061035156,380.6000061035156,369.0,376.6499938964844,1354189
2023-06-08,372.3970947265625,375.04998779296875,377.0,371.1000061035156,372.20001220703125,1331695
2023-06-09,377.2624206542969,379.95001220703125,389.0,374.25,375.0,1529117
2023-06-12,375.1772766113281,377.8500061035156,384.79998779296875,376.04998779296875,382.0,835240
2023-06-13,379.695068359375,382.3999938964844,383.8999938964844,375.8500061035156,377.8500061035156,1074668
2023-06-14,375.4255065917969,378.1000061035156,384.0,376.1000061035156,383.8999938964844,1358222
2023-06-15,375.6240539550781,378.29998779296875,381.0,376.3500061035156,377.3999938964844,691330
2023-06-16,374.4325866699219,377.1000061035156,380.95001220703125,373.6000061035156,379.3999938964844,1256088
2023-06-19,361.9217224121094,364.5,380.25,362.3999938964844,377.0,4434760
2023-06-20,364.2054138183594,366.79998779296875,371.0,363.3999938964844,366.8999938964844,2131374
2023-06-21,374.4822082519531,377.1499938964844,379.75,367.95001220703125,369.0,1625233
2023-06-22,369.96441650390625,372.6000061035156,379.3999938964844,371.04998779296875,377.45001220703125,615591
2023-06-23,366.1912841796875,368.79998779296875,373.3500061035156,364.3999938964844,373.3500061035156,1167160
2023-06-26,371.2552185058594,373.8999938964844,374.79998779296875,367.1499938964844,370.0,1703097
2023-06-27,370.6594543457031,373.29998779296875,378.75,371.0,374.0,629123
2023-06-28,371.8013000488281,374.45001220703125,377.79998779296875,371.29998779296875,375.0,648521
2023-06-30,375.8226623535156,378.5,379.95001220703125,374.6000061035156,376.25,875942
2023-07-03,376.2198181152344,378.8999938964844,383.8999938964844,375.6000061035156,379.95001220703125,802497
2023-07-04,376.3687744140625,379.04998779296875,381.79998779296875,375.25,379.8999938964844,557086
2023-07-05,381.43267822265625,384.1499938964844,385.0,378.0,378.5,1237128
2023-07-06,387.4895324707031,390.25,395.0,384.29998779296875,385.0,2410088
2023-07-07,383.7164611816406,386.45001220703125,393.8500061035156,384.70001220703125,392.3500061035156,1208758
2023-07-10,385.9008483886719,388.6499938964844,389.79998779296875,379.8999938964844,386.45001220703125,1894464
2023-07-11,396.2273254394531,399.04998779296875,400.0,386.95001220703125,389.8500061035156,2580097
2023-07-12,402.97918701171875,405.8500061035156,407.6499938964844,401.75,403.5,1785862
2023-07-13,401.0926513671875,403.95001220703125,408.45001220703125,401.5,406.8999938964844,1165892
2023-07-14,405.85870361328125,408.75,410.0,397.04998779296875,404.5,1226202
2023-07-17,404.0217590332031,406.8999938964844,410.8999938964844,405.0,410.8999938964844,615003
2023-07-18,419.7100524902344,422.70001220703125,424.0,405.04998779296875,409.0,2378567
2023-07-19,414.4475402832031,417.3999938964844,424.6499938964844,414.1000061035156,424.04998779296875,1570254
2023-07-20,409.3835754394531,412.29998779296875,419.3999938964844,411.0,419.1000061035156,933152
2023-07-21,405.16363525390625,408.04998779296875,414.0,404.1000061035156,413.0,1047371
2023-07-24,399.00750732421875,401.8500061035156,412.5,400.04998779296875,408.0,1076880
2023-07-25,396.67413330078125,399.5,409.79998779296875,398.5,404.79998779296875,981046
2023-07-26,397.617431640625,400.45001220703125,408.0,398.0,400.0,1935916
2023-07-27,393.9931945800781,396.79998779296875,404.79998779296875,391.20001220703125,403.6000061035156,3611506
2023-07-28,400.8940734863281,403.75,407.29998779296875,395.0,403.8500061035156,2271602
2023-07-31,399.2060852050781,402.04998779296875,404.95001220703125,398.25,403.75,1147205
2023-08-01,405.1139831542969,408.0,410.04998779296875,394.1000061035156,401.0,1740052
2023-08-02,404.5182189941406,407.3999938964844,412.3500061035156,402.04998779296875,409.3500061035156,1243991
2023-08-03,403.426025390625,406.29998779296875,413.1000061035156,404.1499938964844,409.04998779296875,1014133
2023-08-04,405.16363525390625,408.04998779296875,412.45001220703125,403.6000061035156,409.20001220703125,846840
2023-08-07,402.0359191894531,404.8999938964844,411.8999938964844,403.0,410.0,562836
2023-08-08,405.06439208984375,407.95001220703125,408.8999938964844,402.8500061035156,404.0,813604
2023-08-09,400.9933776855469,403.8500061035156,409.70001220703125,402.20001220703125,408.5,725021
2023-08-10,398.5606994628906,401.3999938964844,406.79998779296875,400.0,404.0,687611
2023-08-11,401.0926513671875,403.95001220703125,404.8999938964844,401.0,403.6499938964844,1438246
2023-08-14,398.85858154296875,401.70001220703125,407.25,398.8999938964844,403.95001220703125,683453
2023-08-16,405.411865234375,408.29998779296875,413.6499938964844,401.0,401.5,1491227
2023-08-17,409.4828796386719,412.3999938964844,425.5,405.95001220703125,409.0,2523108
2023-08-18,426.6108703613281,429.6499938964844,432.0,414.0,414.5,3336542
2023-08-21,420.1072082519531,423.1000061035156,435.0,421.0,435.0,1875220
2023-08-22,421.9441223144531,424.95001220703125,427.8999938964844,419.25,426.0,929212
2023-08-23,414.05035400390625,417.0,427.45001220703125,414.0,424.95001220703125,879842
2023-08-24,411.8162536621094,414.75,420.0,412.25,419.95001220703125,847091
2023-08-25,414.9936218261719,417.95001220703125,421.3999938964844,412.45001220703125,414.45001220703125,1138594
2023-08-28,407.69561767578125,410.6000061035156,420.95001220703125,408.6000061035156,420.0,1116505
2023-08-29,403.9224853515625,406.79998779296875,412.6499938964844,405.1000061035156,412.5,1068508
2023-08-30,406.5041198730469,409.3999938964844,412.3999938964844,407.25,408.45001220703125,864442
2023-08-31,426.31298828125,429.3500061035156,435.0,411.0,411.95001220703125,7965798
2023-09-01,420.9512023925781,423.95001220703125,426.0,416.6000061035156,424.8999938964844,2190945
2023-09-04,431.87335205078125,434.95001220703125,440.0,420.54998779296875,426.6000061035156,2935598
2023-09-05,434.355712890625,437.45001220703125,449.95001220703125,433.0,439.95001220703125,3817208
2023-09-06,428.54705810546875,431.6000061035156,438.29998779296875,429.70001220703125,437.45001220703125,1013008
2023-09-07,445.526123046875,448.70001220703125,449.95001220703125,433.0,434.20001220703125,2409688
